ID,GOID,Title,Cue,Dimension
3293588094_C1,3293588094,"Machado Says She Presented Trump With a ‘Medal’ Amid Scorn Over Her Nobel, Explained",1,Credibility
3293588094_C2,3293588094,Report: Machado Says She Presented Trump With a ‘Medal’ Amid Scorn Over Her Nobel,2,Credibility
3293588094_C3,3293588094,Officials Assess Machado Says She Presented Trump With a ‘Medal’ Amid Scorn Over Her Nobel,3,Credibility
3293588095,3293588095,Leading Prediction Firms Share a Commonality: Donald Trump Jr.,0,Neutral
3293588095_E1,3293588095,An Unexpected Turn: Leading Prediction Firms Share a Commonality: Donald Trump Jr.,1,Engagement
3293588095_E2,3293588095,Leading Prediction Firms Share a Commonality: Donald Trump Jr. Draws Intense Public Response,2,Engagement
3293588095_E3,3293588095,"Leading Prediction Firms Share a Commonality: Donald Trump Jr., With Key Questions Unresolved",3,Engagement
3293588095_C1,3293588095,"Leading Prediction Firms Share a Commonality: Donald Trump Jr., Explained",1,Credibility
3293588095_C2,3293588095,"Leading Prediction Firms Share a Commonality: Donald Trump Jr., According to Officials",2,Credibility
3293588095_C3,3293588095,Formal Process Examines Leading Prediction Firms Share a Commonality: Donald Trump Jr.,3,Credibility
3293588096,3293588096,"After Fire Ends Its Old Life, a Family Raises a New One",0,Neutral
3293588096_E1,3293588096,"What No One Saw Coming: After Fire Ends Its Old Life, a Family Raises a New One",1,Engagement
3293588096_E2,3293588096,"After Fire Ends Its Old Life, a Family Raises a New One Sparks Widespread Concern",2,Engagement
3293588096_E3,3293588096,"After Fire Ends Its Old Life, a Family Raises a New One While Stakes Continue to Rise",3,Engagement
3293588096_C1,3293588096,"Details on After Fire Ends Its Old Life, a Family Raises a New One",1,Credibility
3293588096_C2,3293588096,"Report: After Fire Ends Its Old Life, a Family Raises a New One",2,Credibility
3293588096_C3,3293588096,"Officials Assess After Fire Ends Its Old Life, a Family Raises a New One",3,Credibility
3293588097,3293588097,Elon Musk’s X Restricts Ability to Create Explicit Images With Grok,0,Neutral
3293588097_E1,3293588097,"Elon Musk’s X Restricts Ability to Create Explicit Images With Grok, in a Surprise Development",1,Engagement
3293588097_E2,3293588097,Elon Musk’s X Restricts Ability to Create Explicit Images With Grok Sparks Widespread Concern,2,Engagement
3293588097_E3,3293588097,Elon Musk’s X Restricts Ability to Create Explicit Images With Grok While Stakes Continue to Rise,3,Engagement
3293588097_C1,3293588097,What the Data Show About Elon Musk’s X Restricts Ability to Create Explicit Images With Grok,1,Credibility
3293588097_C2,3293588097,"Elon Musk’s X Restricts Ability to Create Explicit Images With Grok, According to Officials",2,Credibility
3293588097_C3,3293588097,Formal Process Examines Elon Musk’s X Restricts Ability to Create Explicit Images With Grok,3,Credibility
3293588098,3293588098,"Initial Review Finds No Widespread Illegal Voting by Migrants, Puncturing a Trump Claim",0,Neutral
3293588098_E1,3293588098,"An Unexpected Turn: Initial Review Finds No Widespread Illegal Voting by Migrants, Puncturing a Trump Claim",1,Engagement
3293588098_E2,3293588098,"Why Initial Review Finds No Widespread Illegal Voting by Migrants, Puncturing a Trump Claim Is Stirring Strong Reactions",2,Engagement
3293588098_E3,3293588098,"Initial Review Finds No Widespread Illegal Voting by Migrants, Puncturing a Trump Claim, With Key Questions Unresolved",3,Engagement
3293588098_C1,3293588098,"Details on Initial Review Finds No Widespread Illegal Voting by Migrants, Puncturing a Trump Claim",1,Credibility
3293588098_C2,3293588098,"Report: Initial Review Finds No Widespread Illegal Voting by Migrants, Puncturing a Trump Claim",2,Credibility
3293588098_C3,3293588098,"Officials Assess Initial Review Finds No Widespread Illegal Voting by Migrants, Puncturing a Trump Claim",3,Credibility
3293588099,3293588099,Machado Presents Trump With Her Nobel Peace Prize,0,Neutral
3293588099_E1,3293588099,An Unexpected Turn: Machado Presents Trump With Her Nobel Peace Prize,1,Engagement
3293588099_E2,3293588099,Machado Presents Trump With Her Nobel Peace Prize Sparks Widespread Concern,2,Engagement
3293588099_E3,3293588099,Machado Presents Trump With Her Nobel Peace Prize as Pressure Builds,3,Engagement
3293588099_C1,3293588099,Details on Machado Presents Trump With Her Nobel Peace Prize,1,Credibility
3293588099_C2,3293588099,"Machado Presents Trump With Her Nobel Peace Prize, Analysts Say",2,Credibility
3293588099_C3,3293588099,Formal Process Examines Machado Presents Trump With Her Nobel Peace Prize,3,Credibility
3293829843,3293829843,Video Analysis of ICE Shooting Sheds Light on Contested Moments,0,Neutral
3293829843_E1,3293829843,What No One Saw Coming: Video Analysis of ICE Shooting Sheds Light on Contested Moments,1,Engagement
3293829843_E2,3293829843,Why Video Analysis of ICE Shooting Sheds Light on Contested Moments Is Stirring Strong Reactions,2,Engagement
3293829843_E3,3293829843,Video Analysis of ICE Shooting Sheds Light on Contested Moments While Stakes Continue to Rise,3,Engagement
3293829843_C1,3293829843,What the Data Show About Video Analysis of ICE Shooting Sheds Light on Contested Moments,1,Credibility
3293829843_C2,3293829843,"Video Analysis of ICE Shooting Sheds Light on Contested Moments, Analysts Say",2,Credibility
3293829843_C3,3293829843,Review Underway Regarding Video Analysis of ICE Shooting Sheds Light on Contested Moments,3,Credibility
3293829844,3293829844,"Leonard D. Jacoby, 83, Dies; Brought Legal Services to the Masses",0,Neutral
3293829844_E1,3293829844,"What No One Saw Coming: Leonard D. Jacoby, 83, Dies; Brought Legal Services to the Masses",1,Engagement
3293829844_E2,3293829844,"Why Leonard D. Jacoby, 83, Dies; Brought Legal Services to the Masses Is Stirring Strong Reactions",2,Engagement
3293829844_E3,3293829844,"Leonard D. Jacoby, 83, Dies; Brought Legal Services to the Masses as Pressure Builds",3,Engagement
3293829844_C1,3293829844,"Details on Leonard D. Jacoby, 83, Dies; Brought Legal Services to the Masses",1,Credibility
3293829844_C2,3293829844,"Report: Leonard D. Jacoby, 83, Dies; Brought Legal Services to the Masses",2,Credibility
3293829844_C3,3293829844,"Officials Assess Leonard D. Jacoby, 83, Dies; Brought Legal Services to the Masses",3,Credibility
3293829845,3293829845,Holly Hunter Reaches for the Stars,0,Neutral
3293829845_E1,3293829845,An Unexpected Turn: Holly Hunter Reaches for the Stars,1,Engagement
3293829845_E2,3293829845,Holly Hunter Reaches for the Stars Sparks Widespread Concern,2,Engagement
3293829845_E3,3293829845,Holly Hunter Reaches for the Stars While Stakes Continue to Rise,3,Engagement
3293829845_C1,3293829845,What the Data Show About Holly Hunter Reaches for the Stars,1,Credibility
3293829845_C2,3293829845,Report: Holly Hunter Reaches for the Stars,2,Credibility
3293829845_C3,3293829845,Officials Assess Holly Hunter Reaches for the Stars,3,Credibility
3293829846,3293829846,Trump Wants to Halt Almost All Coal Plant Shutdowns. It Could Get Messy.,0,Neutral
3293829846_E1,3293829846,"Trump Wants to Halt Almost All Coal Plant Shutdowns. It Could Get Messy., in a Surprise Development",1,Engagement
3293829846_E2,3293829846,Trump Wants to Halt Almost All Coal Plant Shutdowns. It Could Get Messy. Draws Intense Public Response,2,Engagement
3293829846_E3,3293829846,Trump Wants to Halt Almost All Coal Plant Shutdowns. It Could Get Messy. While Stakes Continue to Rise,3,Engagement
3293829846_C1,3293829846,What the Data Show About Trump Wants to Halt Almost All Coal Plant Shutdowns. It Could Get Messy.,1,Credibility
3293829846_C2,3293829846,"Trump Wants to Halt Almost All Coal Plant Shutdowns. It Could Get Messy., Analysts Say",2,Credibility
3293829846_C3,3293829846,Review Underway Regarding Trump Wants to Halt Almost All Coal Plant Shutdowns. It Could Get Messy.,3,Credibility
3293829847,3293829847,Nurses Describe Fear on the Job as Bitter Strike Enters Fifth Day,0,Neutral
3293829847_E1,3293829847,An Unexpected Turn: Nurses Describe Fear on the Job as Bitter Strike Enters Fifth Day,1,Engagement
3293829847_E2,3293829847,Nurses Describe Fear on the Job as Bitter Strike Enters Fifth Day Draws Intense Public Response,2,Engagement
3293829847_E3,3293829847,Nurses Describe Fear on the Job as Bitter Strike Enters Fifth Day as Pressure Builds,3,Engagement
3293829847_C1,3293829847,What the Data Show About Nurses Describe Fear on the Job as Bitter Strike Enters Fifth Day,1,Credibility
3293829847_C2,3293829847,"Nurses Describe Fear on the Job as Bitter Strike Enters Fifth Day, Analysts Say",2,Credibility
3293829847_C3,3293829847,Review Underway Regarding Nurses Describe Fear on the Job as Bitter Strike Enters Fifth Day,3,Credibility
3293829849,3293829849,A Tale of Two Meetings: Trump Chooses Oil Over Democracy,0,Neutral
3293829849_E1,3293829849,"A Tale of Two Meetings: Trump Chooses Oil Over Democracy, in a Surprise Development",1,Engagement
3293829849_E2,3293829849,A Tale of Two Meetings: Trump Chooses Oil Over Democracy Sparks Widespread Concern,2,Engagement
3293829849_E3,3293829849,"A Tale of Two Meetings: Trump Chooses Oil Over Democracy, With Key Questions Unresolved",3,Engagement
3293829849_C1,3293829849,"A Tale of Two Meetings: Trump Chooses Oil Over Democracy, Explained",1,Credibility
3293829849_C2,3293829849,Report: A Tale of Two Meetings: Trump Chooses Oil Over Democracy,2,Credibility
3293829849_C3,3293829849,Review Underway Regarding A Tale of Two Meetings: Trump Chooses Oil Over Democracy,3,Credibility
3293829850,3293829850,Agent Who Shot Renee Good Was Trained to Track and Apprehend Fugitives,0,Neutral
3293829850_E1,3293829850,What No One Saw Coming: Agent Who Shot Renee Good Was Trained to Track and Apprehend Fugitives,1,Engagement
3293829850_E2,3293829850,Agent Who Shot Renee Good Was Trained to Track and Apprehend Fugitives Sparks Widespread Concern,2,Engagement
3293829850_E3,3293829850,Agent Who Shot Renee Good Was Trained to Track and Apprehend Fugitives as Pressure Builds,3,Engagement
3293829850_C1,3293829850,Details on Agent Who Shot Renee Good Was Trained to Track and Apprehend Fugitives,1,Credibility
3293829850_C2,3293829850,"Agent Who Shot Renee Good Was Trained to Track and Apprehend Fugitives, Analysts Say",2,Credibility
3293829850_C3,3293829850,Officials Assess Agent Who Shot Renee Good Was Trained to Track and Apprehend Fugitives,3,Credibility
3293829851,3293829851,Chinese Universities Surge in Global Rankings as U.S. Schools Slip,0,Neutral
3293829851_E1,3293829851,"Chinese Universities Surge in Global Rankings as U.S. Schools Slip, in a Surprise Development",1,Engagement
3293829851_E2,3293829851,Why Chinese Universities Surge in Global Rankings as U.S. Schools Slip Is Stirring Strong Reactions,2,Engagement
3293829851_E3,3293829851,"Chinese Universities Surge in Global Rankings as U.S. Schools Slip, With Key Questions Unresolved",3,Engagement
3293829851_C1,3293829851,Details on Chinese Universities Surge in Global Rankings as U.S. Schools Slip,1,Credibility
3293829851_C2,3293829851,Report: Chinese Universities Surge in Global Rankings as U.S. Schools Slip,2,Credibility
3293829851_C3,3293829851,Officials Assess Chinese Universities Surge in Global Rankings as U.S. Schools Slip,3,Credibility
3293829852,3293829852,Claire Brosseau Wants to Die. Will Canada Let Her?,0,Neutral
3293829852_E1,3293829852,"Claire Brosseau Wants to Die. Will Canada Let Her?, in a Surprise Development",1,Engagement
3293829852_E2,3293829852,Claire Brosseau Wants to Die. Will Canada Let Her? Sparks Widespread Concern,2,Engagement
3293829852_E3,3293829852,Claire Brosseau Wants to Die. Will Canada Let Her? as Pressure Builds,3,Engagement
3293829852_C1,3293829852,Details on Claire Brosseau Wants to Die. Will Canada Let Her?,1,Credibility
3293829852_C2,3293829852,"Claire Brosseau Wants to Die. Will Canada Let Her?, Analysts Say",2,Credibility
3293829852_C3,3293829852,Officials Assess Claire Brosseau Wants to Die. Will Canada Let Her?,3,Credibility
3293829853,3293829853,"Powell, an Unlikely Foil, Takes On Trump",0,Neutral
3293829853_E1,3293829853,"Powell, an Unlikely Foil, Takes On Trump, in a Surprise Development",1,Engagement
3293829853_E2,3293829853,"Powell, an Unlikely Foil, Takes On Trump Sparks Widespread Concern",2,Engagement
3293829853_E3,3293829853,"Powell, an Unlikely Foil, Takes On Trump, With Key Questions Unresolved",3,Engagement
3293829853_C1,3293829853,"Powell, an Unlikely Foil, Takes On Trump, Explained",1,Credibility
3293829853_C2,3293829853,"Powell, an Unlikely Foil, Takes On Trump, Analysts Say",2,Credibility
3293829853_C3,3293829853,"Review Underway Regarding Powell, an Unlikely Foil, Takes On Trump",3,Credibility
3293829854,3293829854,"NYC Council Leader Takes on Antisemitism, and Possibly Mamdani",0,Neutral
3293829854_E1,3293829854,"NYC Council Leader Takes on Antisemitism, and Possibly Mamdani, in a Surprise Development",1,Engagement
3293829854_E2,3293829854,"NYC Council Leader Takes on Antisemitism, and Possibly Mamdani Sparks Widespread Concern",2,Engagement
3293829854_E3,3293829854,"NYC Council Leader Takes on Antisemitism, and Possibly Mamdani While Stakes Continue to Rise",3,Engagement
3293829854_C1,3293829854,"NYC Council Leader Takes on Antisemitism, and Possibly Mamdani, Explained",1,Credibility
3293829854_C2,3293829854,"Report: NYC Council Leader Takes on Antisemitism, and Possibly Mamdani",2,Credibility
3293829854_C3,3293829854,"Review Underway Regarding NYC Council Leader Takes on Antisemitism, and Possibly Mamdani",3,Credibility
3293875717,3293875717,Caribbean Vacations in a Period of Uncertainty,0,Neutral
3293875717_E1,3293875717,An Unexpected Turn: Caribbean Vacations in a Period of Uncertainty,1,Engagement
3293875717_E2,3293875717,Caribbean Vacations in a Period of Uncertainty Draws Intense Public Response,2,Engagement
3293875717_E3,3293875717,"Caribbean Vacations in a Period of Uncertainty, With Key Questions Unresolved",3,Engagement
3293875717_C1,3293875717,"Caribbean Vacations in a Period of Uncertainty, Explained",1,Credibility
3293875717_C2,3293875717,Report: Caribbean Vacations in a Period of Uncertainty,2,Credibility
3293875717_C3,3293875717,Formal Process Examines Caribbean Vacations in a Period of Uncertainty,3,Credibility
3293875718,3293875718,Greek Court Acquits Rescue Workers,0,Neutral
3293875718_E1,3293875718,What No One Saw Coming: Greek Court Acquits Rescue Workers,1,Engagement
3293875718_E2,3293875718,Why Greek Court Acquits Rescue Workers Is Stirring Strong Reactions,2,Engagement
3293875718_E3,3293875718,Greek Court Acquits Rescue Workers as Pressure Builds,3,Engagement
3293875718_C1,3293875718,Details on Greek Court Acquits Rescue Workers,1,Credibility
3293875718_C2,3293875718,Report: Greek Court Acquits Rescue Workers,2,Credibility
3293875718_C3,3293875718,Formal Process Examines Greek Court Acquits Rescue Workers,3,Credibility
3293875719,3293875719,Council Chief Proposes Bill to Fight Antisemitism,0,Neutral
3293875719_E1,3293875719,"Council Chief Proposes Bill to Fight Antisemitism, in a Surprise Development",1,Engagement
3293875719_E2,3293875719,Council Chief Proposes Bill to Fight Antisemitism Draws Intense Public Response,2,Engagement
3293875719_E3,3293875719,Council Chief Proposes Bill to Fight Antisemitism as Pressure Builds,3,Engagement
3293875719_C1,3293875719,Details on Council Chief Proposes Bill to Fight Antisemitism,1,Credibility
3293875719_C2,3293875719,Report: Council Chief Proposes Bill to Fight Antisemitism,2,Credibility
3293875719_C3,3293875719,Review Underway Regarding Council Chief Proposes Bill to Fight Antisemitism,3,Credibility
3293875721,3293875721,Winter Olympic Sports Without a Trip to Milan,0,Neutral
3293875721_E1,3293875721,What No One Saw Coming: Winter Olympic Sports Without a Trip to Milan,1,Engagement
3293875721_E2,3293875721,Winter Olympic Sports Without a Trip to Milan Sparks Widespread Concern,2,Engagement
3293875721_E3,3293875721,Winter Olympic Sports Without a Trip to Milan While Stakes Continue to Rise,3,Engagement
3293875721_C1,3293875721,Details on Winter Olympic Sports Without a Trip to Milan,1,Credibility
3293875721_C2,3293875721,Report: Winter Olympic Sports Without a Trip to Milan,2,Credibility
3293875721_C3,3293875721,Review Underway Regarding Winter Olympic Sports Without a Trip to Milan,3,Credibility
3293875722,3293875722,Beijing Wins Lower Tariffs On Cars Sold In Canada,0,Neutral
3293875722_E1,3293875722,"Beijing Wins Lower Tariffs On Cars Sold In Canada, in a Surprise Development",1,Engagement
3293875722_E2,3293875722,Why Beijing Wins Lower Tariffs On Cars Sold In Canada Is Stirring Strong Reactions,2,Engagement
3293875722_E3,3293875722,"Beijing Wins Lower Tariffs On Cars Sold In Canada, With Key Questions Unresolved",3,Engagement
3293875722_C1,3293875722,Details on Beijing Wins Lower Tariffs On Cars Sold In Canada,1,Credibility
3293875722_C2,3293875722,Report: Beijing Wins Lower Tariffs On Cars Sold In Canada,2,Credibility
3293875722_C3,3293875722,Review Underway Regarding Beijing Wins Lower Tariffs On Cars Sold In Canada,3,Credibility
3293875724,3293875724,The Kid Mero Takes Over Hot 97's Marquee Slot,0,Neutral
3293875724_E1,3293875724,An Unexpected Turn: The Kid Mero Takes Over Hot 97's Marquee Slot,1,Engagement
3293875724_E2,3293875724,The Kid Mero Takes Over Hot 97's Marquee Slot Sparks Widespread Concern,2,Engagement
3293875724_E3,3293875724,The Kid Mero Takes Over Hot 97's Marquee Slot as Pressure Builds,3,Engagement
3293875724_C1,3293875724,"The Kid Mero Takes Over Hot 97's Marquee Slot, Explained",1,Credibility
3293875724_C2,3293875724,"The Kid Mero Takes Over Hot 97's Marquee Slot, Analysts Say",2,Credibility
3293875724_C3,3293875724,Formal Process Examines The Kid Mero Takes Over Hot 97's Marquee Slot,3,Credibility
3293875725,3293875725,"As Iran Faces Protests, What's Different This Time? And What Persists?",0,Neutral
3293875725_E1,3293875725,"What No One Saw Coming: As Iran Faces Protests, What's Different This Time? And What Persists?",1,Engagement
3293875725_E2,3293875725,"As Iran Faces Protests, What's Different This Time? And What Persists? Draws Intense Public Response",2,Engagement
3293875725_E3,3293875725,"As Iran Faces Protests, What's Different This Time? And What Persists? While Stakes Continue to Rise",3,Engagement
3293875725_C1,3293875725,"Details on As Iran Faces Protests, What's Different This Time? And What Persists?",1,Credibility
3293875725_C2,3293875725,"As Iran Faces Protests, What's Different This Time? And What Persists?, According to Officials",2,Credibility
3293875725_C3,3293875725,"Officials Assess As Iran Faces Protests, What's Different This Time? And What Persists?",3,Credibility
3293875726,3293875726,"U.S. and Greenland at Odds Over Outcome of Talks, Increasing Strain",0,Neutral
3293875726_E1,3293875726,"U.S. and Greenland at Odds Over Outcome of Talks, Increasing Strain, in a Surprise Development",1,Engagement
3293875726_E2,3293875726,"U.S. and Greenland at Odds Over Outcome of Talks, Increasing Strain Draws Intense Public Response",2,Engagement
3293875726_E3,3293875726,"U.S. and Greenland at Odds Over Outcome of Talks, Increasing Strain, With Key Questions Unresolved",3,Engagement
3293875726_C1,3293875726,"What the Data Show About U.S. and Greenland at Odds Over Outcome of Talks, Increasing Strain",1,Credibility
3293875726_C2,3293875726,"U.S. and Greenland at Odds Over Outcome of Talks, Increasing Strain, Analysts Say",2,Credibility
3293875726_C3,3293875726,"Officials Assess U.S. and Greenland at Odds Over Outcome of Talks, Increasing Strain",3,Credibility
3293875727,3293875727,"An Accuser of the Alexander Brothers Was Found Dead Last Year, Authorities Say",0,Neutral
3293875727_E1,3293875727,"An Accuser of the Alexander Brothers Was Found Dead Last Year, Authorities Say, in a Surprise Development",1,Engagement
3293875727_E2,3293875727,"An Accuser of the Alexander Brothers Was Found Dead Last Year, Authorities Say Sparks Widespread Concern",2,Engagement
3293875727_E3,3293875727,"An Accuser of the Alexander Brothers Was Found Dead Last Year, Authorities Say as Pressure Builds",3,Engagement
3293875727_C1,3293875727,"What the Data Show About An Accuser of the Alexander Brothers Was Found Dead Last Year, Authorities Say",1,Credibility
3293875727_C2,3293875727,"An Accuser of the Alexander Brothers Was Found Dead Last Year, Authorities Say, Analysts Say",2,Credibility
3293875727_C3,3293875727,"Officials Assess An Accuser of the Alexander Brothers Was Found Dead Last Year, Authorities Say",3,Credibility
3293875728,3293875728,"Sale of 5,000 Apartments Gets Approval From Judge Over Mayor's Objections",0,Neutral
3293875728_E1,3293875728,"What No One Saw Coming: Sale of 5,000 Apartments Gets Approval From Judge Over Mayor's Objections",1,Engagement
3293875728_E2,3293875728,"Why Sale of 5,000 Apartments Gets Approval From Judge Over Mayor's Objections Is Stirring Strong Reactions",2,Engagement
3293875728_E3,3293875728,"Sale of 5,000 Apartments Gets Approval From Judge Over Mayor's Objections While Stakes Continue to Rise",3,Engagement
3293875728_C1,3293875728,"Details on Sale of 5,000 Apartments Gets Approval From Judge Over Mayor's Objections",1,Credibility
3293875728_C2,3293875728,"Report: Sale of 5,000 Apartments Gets Approval From Judge Over Mayor's Objections",2,Credibility
3293875728_C3,3293875728,"Review Underway Regarding Sale of 5,000 Apartments Gets Approval From Judge Over Mayor's Objections",3,Credibility
3293875729,3293875729,Video Analysis Sheds Light on Fatal ICE Shooting,0,Neutral
3293875729_E1,3293875729,What No One Saw Coming: Video Analysis Sheds Light on Fatal ICE Shooting,1,Engagement
3293875729_E2,3293875729,Why Video Analysis Sheds Light on Fatal ICE Shooting Is Stirring Strong Reactions,2,Engagement
3293875729_E3,3293875729,Video Analysis Sheds Light on Fatal ICE Shooting as Pressure Builds,3,Engagement
3293875729_C1,3293875729,Details on Video Analysis Sheds Light on Fatal ICE Shooting,1,Credibility
3293875729_C2,3293875729,"Video Analysis Sheds Light on Fatal ICE Shooting, According to Officials",2,Credibility
3293875729_C3,3293875729,Formal Process Examines Video Analysis Sheds Light on Fatal ICE Shooting,3,Credibility
3293875731,3293875731,Limits Eyed on A.I.-Driven Electricity Bill Increases,0,Neutral
3293875731_E1,3293875731,An Unexpected Turn: Limits Eyed on A.I.-Driven Electricity Bill Increases,1,Engagement
3293875731_E2,3293875731,Limits Eyed on A.I.-Driven Electricity Bill Increases Sparks Widespread Concern,2,Engagement
3293875731_E3,3293875731,Limits Eyed on A.I.-Driven Electricity Bill Increases While Stakes Continue to Rise,3,Engagement
3293875731_C1,3293875731,"Limits Eyed on A.I.-Driven Electricity Bill Increases, Explained",1,Credibility
3293875731_C2,3293875731,"Limits Eyed on A.I.-Driven Electricity Bill Increases, Analysts Say",2,Credibility
3293875731_C3,3293875731,Officials Assess Limits Eyed on A.I.-Driven Electricity Bill Increases,3,Credibility
3293875732,3293875732,"A Loss, but the Music Plays On",0,Neutral
3293875732_E1,3293875732,"A Loss, but the Music Plays On, in a Surprise Development",1,Engagement
3293875732_E2,3293875732,"Why A Loss, but the Music Plays On Is Stirring Strong Reactions",2,Engagement
3293875732_E3,3293875732,"A Loss, but the Music Plays On While Stakes Continue to Rise",3,Engagement
3293875732_C1,3293875732,"A Loss, but the Music Plays On, Explained",1,Credibility
3293875732_C2,3293875732,"A Loss, but the Music Plays On, According to Officials",2,Credibility
3293875732_C3,3293875732,"Officials Assess A Loss, but the Music Plays On",3,Credibility
3293875733,3293875733,"In Pile of Pardons, Second Reprieve for Fraudster",0,Neutral
3293875733_E1,3293875733,"An Unexpected Turn: In Pile of Pardons, Second Reprieve for Fraudster",1,Engagement
3293875733_E2,3293875733,"Why In Pile of Pardons, Second Reprieve for Fraudster Is Stirring Strong Reactions",2,Engagement
3293875733_E3,3293875733,"In Pile of Pardons, Second Reprieve for Fraudster, With Key Questions Unresolved",3,Engagement
3293875733_C1,3293875733,"What the Data Show About In Pile of Pardons, Second Reprieve for Fraudster",1,Credibility
3293875733_C2,3293875733,"Report: In Pile of Pardons, Second Reprieve for Fraudster",2,Credibility
3293875733_C3,3293875733,"Officials Assess In Pile of Pardons, Second Reprieve for Fraudster",3,Credibility
3293875734,3293875734,Trump Pulls Back on Plan To Invoke Insurrection Act,0,Neutral
3293875734_E1,3293875734,An Unexpected Turn: Trump Pulls Back on Plan To Invoke Insurrection Act,1,Engagement
3293875734_E2,3293875734,Trump Pulls Back on Plan To Invoke Insurrection Act Draws Intense Public Response,2,Engagement
3293875734_E3,3293875734,Trump Pulls Back on Plan To Invoke Insurrection Act While Stakes Continue to Rise,3,Engagement
3293875734_C1,3293875734,Details on Trump Pulls Back on Plan To Invoke Insurrection Act,1,Credibility
3293875734_C2,3293875734,"Trump Pulls Back on Plan To Invoke Insurrection Act, According to Officials",2,Credibility
3293875734_C3,3293875734,Review Underway Regarding Trump Pulls Back on Plan To Invoke Insurrection Act,3,Credibility
3293875735,3293875735,Mamdani's Deputy Mayor Picks Raise Diversity Concerns,0,Neutral
3293875735_E1,3293875735,What No One Saw Coming: Mamdani's Deputy Mayor Picks Raise Diversity Concerns,1,Engagement
3293875735_E2,3293875735,Mamdani's Deputy Mayor Picks Raise Diversity Concerns Sparks Widespread Concern,2,Engagement
3293875735_E3,3293875735,Mamdani's Deputy Mayor Picks Raise Diversity Concerns as Pressure Builds,3,Engagement
3293875735_C1,3293875735,"Mamdani's Deputy Mayor Picks Raise Diversity Concerns, Explained",1,Credibility
3293875735_C2,3293875735,Report: Mamdani's Deputy Mayor Picks Raise Diversity Concerns,2,Credibility
3293875735_C3,3293875735,Formal Process Examines Mamdani's Deputy Mayor Picks Raise Diversity Concerns,3,Credibility
3293875736,3293875736,Drunken Driver Who Killed 4 at Cookout Gets Decades in Prison,0,Neutral
3293875736_E1,3293875736,"Drunken Driver Who Killed 4 at Cookout Gets Decades in Prison, in a Surprise Development",1,Engagement
3293875736_E2,3293875736,Drunken Driver Who Killed 4 at Cookout Gets Decades in Prison Draws Intense Public Response,2,Engagement
3293875736_E3,3293875736,Drunken Driver Who Killed 4 at Cookout Gets Decades in Prison While Stakes Continue to Rise,3,Engagement
3293875736_C1,3293875736,Details on Drunken Driver Who Killed 4 at Cookout Gets Decades in Prison,1,Credibility
3293875736_C2,3293875736,"Drunken Driver Who Killed 4 at Cookout Gets Decades in Prison, According to Officials",2,Credibility
3293875736_C3,3293875736,Officials Assess Drunken Driver Who Killed 4 at Cookout Gets Decades in Prison,3,Credibility
3293875737,3293875737,New York Nurses on Strike Cite Job Safety as Priority,0,Neutral
3293875737_E1,3293875737,What No One Saw Coming: New York Nurses on Strike Cite Job Safety as Priority,1,Engagement
3293875737_E2,3293875737,Why New York Nurses on Strike Cite Job Safety as Priority Is Stirring Strong Reactions,2,Engagement
3293875737_E3,3293875737,"New York Nurses on Strike Cite Job Safety as Priority, With Key Questions Unresolved",3,Engagement
3293875737_C1,3293875737,"New York Nurses on Strike Cite Job Safety as Priority, Explained",1,Credibility
3293875737_C2,3293875737,"New York Nurses on Strike Cite Job Safety as Priority, Analysts Say",2,Credibility
3293875737_C3,3293875737,Formal Process Examines New York Nurses on Strike Cite Job Safety as Priority,3,Credibility
3293875738,3293875738,"For Gourmet, New Media Is New Life",0,Neutral
3293875738_E1,3293875738,"What No One Saw Coming: For Gourmet, New Media Is New Life",1,Engagement
3293875738_E2,3293875738,"For Gourmet, New Media Is New Life Draws Intense Public Response",2,Engagement
3293875738_E3,3293875738,"For Gourmet, New Media Is New Life While Stakes Continue to Rise",3,Engagement
3293875738_C1,3293875738,"Details on For Gourmet, New Media Is New Life",1,Credibility
3293875738_C2,3293875738,"For Gourmet, New Media Is New Life, Analysts Say",2,Credibility
3293875738_C3,3293875738,"Officials Assess For Gourmet, New Media Is New Life",3,Credibility
3293875739,3293875739,Endowment Awards Draw Scrutiny,0,Neutral
3293875739_E1,3293875739,An Unexpected Turn: Endowment Awards Draw Scrutiny,1,Engagement
3293875739_E2,3293875739,Endowment Awards Draw Scrutiny Draws Intense Public Response,2,Engagement
3293875739_E3,3293875739,"Endowment Awards Draw Scrutiny, With Key Questions Unresolved",3,Engagement
3293875739_C1,3293875739,What the Data Show About Endowment Awards Draw Scrutiny,1,Credibility
3293875739_C2,3293875739,"Endowment Awards Draw Scrutiny, Analysts Say",2,Credibility
3293875739_C3,3293875739,Formal Process Examines Endowment Awards Draw Scrutiny,3,Credibility
3293875740,3293875740,Work Takes A Star To Space,0,Neutral
3293875740_E1,3293875740,"Work Takes A Star To Space, in a Surprise Development",1,Engagement
3293875740_E2,3293875740,Work Takes A Star To Space Sparks Widespread Concern,2,Engagement
3293875740_E3,3293875740,Work Takes A Star To Space While Stakes Continue to Rise,3,Engagement
3293875740_C1,3293875740,Details on Work Takes A Star To Space,1,Credibility
3293875740_C2,3293875740,Report: Work Takes A Star To Space,2,Credibility
3293875740_C3,3293875740,Officials Assess Work Takes A Star To Space,3,Credibility
