"ID","GOID","Title","Cue","Dimension","source"
"3299645138_C1",3299645138,"Details on Can Tom Homan De-Escalate Tensions in Minnesota?","1","Credibility","NYT"
"3293875726",3293875726,"U.S. and Greenland at Odds Over Outcome of Talks, Increasing Strain","0","Neutral","NYT"
"3300226412_C1",3300226412,"What the Data Show About Polls Show Republicans Supporting Crackdown","1","Credibility","NYT"
"3300233647_E1",3300233647,"KKR Goes Big in Asia Data Centers With a $10.9 Billion Deal","E1","Engagement","WSJ"
"3297941118_N",3297941118,"Democrats Set Demands for ICE as Shutdown Nears","N","Neutral","WSJ"
"3294180904_C1",3294180904,"Details on Trump Announces 10% Tariff on European Countries in Standoff Over Greenland","1","Credibility","NYT"
"3300226482_C2",3300226482,"Trade War With India Off, but Peace Terms Murky, Analysts Say","2","Credibility","NYT"
"3293875753_E3",3293875753,"U.S. Offers Health Aid, But Sets Up Conditions as Pressure Builds","3","Engagement","NYT"
"3297946815_E3",3297946815,"New York Mayor Seeks Tax Hike on Wealthiest — but one unresolved issue could change everything","E3","Engagement","WSJ"
"3300233646_C2",3300233646,"P's 'Earnings Pope' Leaves Role, Drawing Attention From Investors","C2","Engagement","WSJ"
"3293875718_E1",3293875718,"What No One Saw Coming: Greek Court Acquits Rescue Workers","1","Engagement","NYT"
"3294180810_E2",3294180810,"Why An Oddly Formal Catchphrase Spells Out a Need: Obedience Is Stirring Strong Reactions","2","Engagement","NYT"
"3294219892_C2",3294219892,"Before the Wedding, a Pre-Anniversary Celebration, According to Officials","2","Credibility","NYT"
"3297616256_E3",3297616256,"Weiss Lays Out Vision To Transform CBS News — with a key decision looming","E3","Engagement","WSJ"
"3297946820_E2",3297946820,"Young Voters Are Souring On Trump --- President is losing support with those 18-29, after drawing the group in 2024 — with a key risk still unresolved","E2","Engagement","WSJ"
"3294180813_E2",3294180813,"The Hard Truth of Weight-Loss Drugs: You Probably Need Them Forever Draws Intense Public Response","2","Engagement","NYT"
"3294180814_E1",3294180814,"Inside the Fight to Keep Iran Online, in a Surprise Development","1","Engagement","NYT"
"3294180905_C2",3294180905,"Trump’s Fight With Minnesota Is About More Than Immigration, According to Officials","2","Credibility","NYT"
"3300234135_E1",3300234135,"Milei Wants Argentina’s Hidden Dollars to Come Out of Hiding to Fuel His Revamp","E1","Engagement","WSJ"
"3299610152_E2",3299610152,"Replaying the Highlights of a Memorable Night Sparks Widespread Concern","2","Engagement","NYT"
"3298343593_N",3298343593,"Comcast Extends Slump in Broadband, but Other Units Gain","N","Neutral","WSJ"
"3294219894_C3",3294219894,"Review Underway Regarding In Madrid Enclave, Exiles, Including 'Presidente,' Watch and Wait","3","Credibility","NYT"
"3298345372_E2",3298345372,"Trump Sues Treasury, IRS for $10 Billion In Tax Leak — as investors brace for what follows","E2","Engagement","WSJ"
"3300233664_C3",3300233664,"Executive denounces alleged White House interference in agency work, in a formal statement","C3","Engagement","WSJ"
"3300226445_C3",3300226445,"Formal Process Examines For Fans, Each Day Will Be Cross-Country Event","3","Credibility","NYT"
"3293875756_E1",3293875756,"What No One Saw Coming: Former Super Is Convicted Of Fleecing Ailing Tenant","1","Engagement","NYT"
"3300226444_E3",3300226444,"Warm Bowls of Inspiration, With Key Questions Unresolved","3","Engagement","NYT"
"3297619298_C3",3297619298,"In an agency bulletin, P Sets Record.","C3","Engagement","WSJ"
"3293875761_E2",3293875761,"On Wall St., Tech Stocks Are Strongest Forces on Wobbly Day Sparks Widespread Concern","2","Engagement","NYT"
"3300194746_E2",3300194746,"Why Venezuela’s Authoritarian Grip Eases. But for How Long? Is Stirring Strong Reactions","2","Engagement","NYT"
"3299378809_C1",3299378809,"Uber Eats ordered to pay $3.5 million in settlement, authorities say","C1","Engagement","WSJ"
"3300226415_E1",3300226415,"What No One Saw Coming: Still True to Form, A Timeless Delight Stages a Return","1","Engagement","NYT"
"3297616275_E3",3297616275,"Pinterest to Cut About 700 Jobs — Social-media platform will reduce office space in its restructuring; as the fight heads toward a critical moment","E3","Engagement","WSJ"
"3294219857_C1",3294219857,"What the Data Show About Afghan Music Refuge At Risk of Falling Silent","1","Credibility","NYT"
"3300154383_C3",3300154383,"Per a government plan, The Patriots' Super Rebuild --- Robert Kraft plowed nearly a half-billion dollars into the franchise -- and saw instant dividends","C3","Engagement","WSJ"
"3297297531_E1",3297297531,"Starbucks CEO Lays the Groundwork for 2026 With a New Game Plan","E1","Engagement","WSJ"
"3293588089_C2",3293588089,"The U.S. Is Pressing Mexico to Allow U.S. Forces to Fight Cartels, According to Officials","2","Credibility","NYT"
"3294219882_C3",3294219882,"Review Underway Regarding Cold and Feeling Forgotten in Their New York City Rentals","3","Credibility","NYT"
"3298343579_C1",3298343579,"Trump to nominate Kevin Warsh as Fed chair, ending search to replace Jerome Powell","C1","Engagement","WSJ"
"3293829853_C3",3293829853,"Review Underway Regarding Powell, an Unlikely Foil, Takes On Trump","3","Credibility","NYT"
"3299378816_E1",3299378816,"Republicans Brand Texas Democratic Win a Blunt Wake-Up Call","E1","Engagement","WSJ"
"3300233646_N",3300233646,"P's 'Earnings Pope' Stirs Lament With Exit","N","Neutral","WSJ"
"3294117060_E3",3294117060,"If You Think This Instrument Is Hard to Play, Try Building One, With Key Questions Unresolved","3","Engagement","NYT"
"3299378809_C2",3299378809,"Uber Eats Ordered to Pay $3.5 Million","C2","Engagement","WSJ"
"3299380616_C1",3299380616,"NFL pressure pushes Seahawks sale talks forward, complicating ownership plans","C1","Engagement","WSJ"
"3299610131_E1",3299610131,"An Unexpected Turn: Trump Threatens To Sue Trevor Noah","1","Engagement","NYT"
"3300233666_C3",3300233666,"Disney board appoints parks chief Josh D’Amaro as CEO, completing succession process at the company","C3","Engagement","WSJ"
"3293875743_E3",3293875743,"Trash Landslide Kills 28 in the Philippines, With Key Questions Unresolved","3","Engagement","NYT"
"3297619302_E1",3297619302,"Roche Puts Its Obesity Shot in the Window With New Trial Results","E1","Engagement","WSJ"
"3293557029_C1",3293557029,"Details on Trump Sharpens Threat As Clashes With Agents Continue in Minnesota","1","Credibility","NYT"
"3299610145_E2",3299610145,"Why The Art Trade Sees Potential in the Persian Gulf Is Stirring Strong Reactions","2","Engagement","NYT"
"3293875745",3293875745,"Trump Praises Hassett, but Casts Doubt on Making Him Powell's Fed Successor","0","Neutral","NYT"
"3298343610_E1",3298343610,"A $75 Million Sacrifice to Wear a Mets Uniform","E1","Engagement","WSJ"
"3294219861",3294219861,"A Trove of Clues From a Rock Enigma","0","Neutral","NYT"
"3297616285_E2",3297616285,"Tesla's Sales Fall as BYD Powers On — and the outcome remains uncertain","E2","Engagement","WSJ"
"3294219866_C3",3294219866,"Officials Assess One Sought a Partner. The Other, a 'Vaccine Summer.'","3","Credibility","NYT"
"3294219883_E2",3294219883,"Republicans Still Have Majority in the House, But Don't Have a Grip Sparks Widespread Concern","2","Engagement","NYT"
"3299378814_C2",3299378814,"New Releases Account for Most of Top Five","C2","Engagement","WSJ"
"3294180815_E1",3294180815,"An Unexpected Turn: The Disaster to Come: New York’s Next Superstorm","1","Engagement","NYT"
"3294219902",3294219902,"$1.75B","0","Neutral","NYT"
"3297616425_E2",3297616425,"Trial Begins for Broker Brothers On Sex-Trafficking Allegations as tensions deepen","E2","Engagement","WSJ"
"3294180903",3294180903,"Trump Has Machado’s Nobel Prize, but Neither Got What They Really Wanted","0","Neutral","NYT"
"3293557014_C3",3293557014,"Officials Assess Captivating Collections","3","Credibility","NYT"
"3293875785_E1",3293875785,"An Unexpected Turn: OpenAI Plans to Start Testing Ads Inside ChatGPT","1","Engagement","NYT"
"3297619299_C2",3297619299,"Gulf Policy Moves Complicate U.S. Plans Toward Iran","C2","Engagement","WSJ"
"3300226491_E1",3300226491,"What No One Saw Coming: Iran President Conditionally Backs Talks With U.S.","1","Engagement","NYT"
"3293557018_C2",3293557018,"Report: Cyberattack in Venezuela Showed Precision of U.S. Capabilities","2","Credibility","NYT"
"3298850895_E1",3298850895,"AstraZeneca Goes to China for Its Next Obesity-Drug Bet","E1","Engagement","WSJ"
"3300154383_C1",3300154383,"Patriots’ rebuild pays off after owner Robert Kraft invests nearly $500 million in the franchise","C1","Engagement","WSJ"
"3297946996_E1",3297946996,"Google Squares Off With a Company Tied to a Cyber Weapon","E1","Engagement","WSJ"
"3293875741_E3",3293875741,"Time for a Travel Writer's Big-Screen Adventure as Pressure Builds","3","Engagement","NYT"
"3293875761_E1",3293875761,"An Unexpected Turn: On Wall St., Tech Stocks Are Strongest Forces on Wobbly Day","1","Engagement","NYT"
"3299380508_E2",3299380508,"KKR-Led Group Near $10 Billion Tech Deal — but the next development could be decisive","E2","Engagement","WSJ"
"3293557025_C3",3293557025,"Review Underway Regarding Wall Street Regains Footing as Semiconductor Stocks Soar","3","Credibility","NYT"
"3297616225_N",3297616225,"Medicare Rate Plan Rattles Health Insurers --- Big companies lose $96 billion in market value after flat-increase proposal","N","Neutral","WSJ"
"3293557018",3293557018,"Cyberattack in Venezuela Showed Precision of U.S. Capabilities","0","Neutral","NYT"
"3300226478",3300226478,"Federal Judge Temporarily Blocks End of Protection for Haitians in U.S.","0","Neutral","NYT"
"3294219835",3294219835,"A Different Beast, but Still the Same Formula","0","Neutral","NYT"
"3299610129_C2",3299610129,"Report: With Power Blackouts Stretching Past Week, Anger Boils in South","2","Credibility","NYT"
"3294219871_C1",3294219871,"This Spiritual Journey Requires No Specific Destination, Explained","1","Credibility","NYT"
"3297614665_C2",3297614665,"GOP Pursues $100 Billion Tax Plan Aimed at Larger Refunds","C2","Engagement","WSJ"
"3300226474",3300226474,"U.S. Fighter Jet Downs Iran's Drone Near Carrier","0","Neutral","NYT"
"3300226481",3300226481,"A Touchstone for Climbers That Lived Up to Its Name","0","Neutral","NYT"
"3298343602_E1",3298343602,"Obesity Treatments Power an Unlikely Boom in Irish GDP","E1","Engagement","WSJ"
"3293588096_C1",3293588096,"Details on After Fire Ends Its Old Life, a Family Raises a New One","1","Credibility","NYT"
"3299612159_C1",3299612159,"Polymarket’s boom draws scrutiny despite a shelved Justice Department probe","C1","Engagement","WSJ"
"3298345369_E1",3298345369,"Crypto’s Rulebook Is Coming as Regulators Prepare to Draw the Lines","E1","Engagement","WSJ"
"3294219867",3294219867,"A Creative Bet on Bitcoin Threatens to Sink a Whale","0","Neutral","NYT"
"3297297585_C3",3297297585,"In a policy memo, officials said EU Probes X Amid Grok Deepfake Outcry --- Investigation to focus on how well it assesses, mitigates systemic risks.","C3","Engagement","WSJ"
"3293588095_C1",3293588095,"Leading Prediction Firms Share a Commonality: Donald Trump Jr., Explained","1","Credibility","NYT"
"3300226458_E2",3300226458,"Writer Is Held in Iran For Criticizing Regime Sparks Widespread Concern","2","Engagement","NYT"
"3299380529_C1",3299380529,"LG ends 2025 with a net loss, extending pressure on its electronics business","C1","Engagement","WSJ"
"3299613710_N",3299613710,"Cocaine Clouds U.S.-Colombia Talks","N","Neutral","WSJ"
"3299616359_E3",3299616359,"Wide Swing in Texas Loss Worries Republicans — but the real test may be just ahead","E3","Engagement","WSJ"
"3298850641_C3",3298850641,"Official data show Trump's Fed Pick Faces Big Hurdles --- Whisper campaign by Wall Street insiders undermined Hassett's chances","C3","Engagement","WSJ"
"3298850623_E2",3298850623,"Charter Hit By Decline In Internet Customers as a crucial test nears","E2","Engagement","WSJ"
"3297947005_E1",3297947005,"Fed Stands Pat With Little Guidance as Two Officials Push for a Cut","E1","Engagement","WSJ"
"3300226459",3300226459,"'I'm Not Ripping It Down,' Trump Says of Plan for Kennedy Center","0","Neutral","NYT"
"3294219870",3294219870,"Virginia Lawmakers Take Big Step Toward Redrawing House Maps","0","Neutral","NYT"
"3299610130_C1",3299610130,"What the Data Show About Man Found Dead in Veterinary Van in Queens","1","Credibility","NYT"
"3294219847_C1",3294219847,"Nesting With Our Quirks, and Others', Explained","1","Credibility","NYT"
"3299610132_C1",3299610132,"What the Data Show About In the Carolinas, a Devastating Storm Leaves Residents Reeling","1","Credibility","NYT"
"3300233865_E3",3300233865,"NFL's Best Free-Agent Bargain — Sam Darnold went through four NFL franchises before the Seahawks took a chance on him; but the real test may be just ahead","E3","Engagement","WSJ"
"3294219867_C2",3294219867,"Report: A Creative Bet on Bitcoin Threatens to Sink a Whale","2","Credibility","NYT"
"3297941118_E2",3297941118,"Democrats Set Demands for ICE as Shutdown Nears — as rivals and regulators close in","E2","Engagement","WSJ"
"3299380513_C1",3299380513,"Tourists in Japan can’t find trash cans as cities urge visitors to carry their own waste","C1","Engagement","WSJ"
"3297946928_C3",3297946928,"Investigators said preliminary findings suggest Gold Takes Its Biggest Leap Since 2020 Amid Fed Pause.","C3","Engagement","WSJ"
"3299613640_C3",3299613640,"Report: Saudi Media Shift Policy, Issue Condemnation of Israel following a policy directive","C3","Engagement","WSJ"
"3300226479_C1",3300226479,"Shutdown Jolts Workers and Performers, Explained","1","Credibility","NYT"
"3299380592_N",3299380592,"Labor Shortage Hits Broadband Boom --- Record demand for fiber-optic cables means workers can pull in soaring pay","N","Neutral","WSJ"
"3294180903_C2",3294180903,"Report: Trump Has Machado’s Nobel Prize, but Neither Got What They Really Wanted","2","Credibility","NYT"
"3299380627_C1",3299380627,"Shutdown funding deal faces pushback as House Democrats seek immigration changes first","C1","Engagement","WSJ"
"3298850631_C3",3298850631,"Central-bank communications indicate Warsh Traveled Long Path to Fed Chair --- Trump's choice has in the past defended the independence of the central bank","C3","Engagement","WSJ"
"3293829853_C2",3293829853,"Powell, an Unlikely Foil, Takes On Trump, Analysts Say","2","Credibility","NYT"
"3294219832_E1",3294219832,"What Are You Worried About? The Hockey Rink Will Be Ready., in a Surprise Development","1","Engagement","NYT"
"3297616253_E2",3297616253,"The next test for New Trump Threat Jolts Trade Partners --- Move against South Korea, after a tariff deal, shows nations' political asymmetry","E2","Engagement","WSJ"
"3297616251_C3",3297616251,"According to publicly released data, Trump Returns to Troubled Farm Country --- President touts $12 billion in aid to his loyal but struggling voters.","C3","Engagement","WSJ"
"3300226493_C1",3300226493,"Details on U.S. Failed to Alert Judge To Press Law in Applying To Search Reporter's Home","1","Credibility","NYT"
"3294219890_C2",3294219890,"Not All Drilling Is for Oil; It Taps Into Earth's Heat, According to Officials","2","Credibility","NYT"
"3300226489_C2",3300226489,"Minneapolis and an Internet at War With Truth, Analysts Say","2","Credibility","NYT"
"3294180809_C2",3294180809,"Report: An Emboldened Trump Places His Bets From Caracas to Tehran","2","Credibility","NYT"
"3299610148_C1",3299610148,"Details on A Painful Silence","1","Credibility","NYT"
"3299613675_E1",3299613675,"SpaceX Tightens the Starlink Spigot as Russian Drones Draw Scrutiny","E1","Engagement","WSJ"
"3297614495_E1",3297614495,"Prosecutors Say Bettors Found a Weak Spot in College Hoops by Targeting Low-Tier Players","E1","Engagement","WSJ"
"3297297542_E1",3297297542,"Senator Puts the Netflix–Warner Deal Under a Brighter Spotlight","E1","Engagement","WSJ"
"3297297393_C1",3297297393,"Gold miners increase output and investment as prices hit a new milestone","C1","Engagement","WSJ"
"3300226438_E1",3300226438,"What No One Saw Coming: Stars Move to Downbeat of Politics at Grammys","1","Engagement","NYT"
"3300226436_C1",3300226436,"What the Data Show About League to Examine Giants Owner's Epstein Ties","1","Credibility","NYT"
"3300234122_E3",3300234122,"Some Baseball Teams Still Hunt for a TV Home — and the next move could reshape the outcome","E3","Engagement","WSJ"
"3297297542_E3",3297297542,"Senator Questions Netflix-Warner Deal — as the fight heads toward a critical moment","E3","Engagement","WSJ"
"3298343593_C1",3298343593,"Comcast broadband losses extend the slump, while other business units post gains","C1","Engagement","WSJ"
"3297614495_E2",3297614495,"Easiest Play in College Basketball: Rigging Games for Gamblers --- Prosecutors say a betting ring targeted athletes on the lowest rungs of the Division I ladder — and the stakes are getting higher","E2","Engagement","WSJ"
"3299612188_E3",3299612188,"U.S. Will Cut Tariffs on India to 18% — Trump says Modi agrees to stop buying Russian oil, step up American purchases; and the next move could reshape the outcome","E3","Engagement","WSJ"
"3300233858_E1",3300233858,"BP Investors Want Proof the Strategy Shift Won’t Backfire","E1","Engagement","WSJ"
"3293588093_C2",3293588093,"2026 May Be the Year of the Mega IPO, According to Officials","2","Credibility","NYT"
"3300226450",3300226450,"As Talks Near, Russia Strikes Power Plants In Ukraine","0","Neutral","NYT"
"3298343602_C3",3298343602,"The agency’s latest report indicates Irish GDP Surges on Obesity Treatments.","C3","Engagement","WSJ"
"3300194741",3300194741,"Chaos in Minneapolis Exposes an Internet at War With Truth","0","Neutral","NYT"
"3299610132",3299610132,"In the Carolinas, a Devastating Storm Leaves Residents Reeling","0","Neutral","NYT"
"3294219881_C1",3294219881,"What the Data Show About Playing Politics With a Nobel Prize","1","Credibility","NYT"
"3300226470_C1",3300226470,"Moon Launch Delayed After Hydrogen Leaks During Test, Explained","1","Credibility","NYT"
"3297946923_N",3297946923,"Amazon To Lay Off 16,000 Corporate Employees","N","Neutral","WSJ"
"3297616268_C2",3297616268,"Higher Jet Deliveries Support Boeing Sales Increase","C2","Engagement","WSJ"
"3299380473_E1",3299380473,"A Deadly Air-Bag Mystery: The U.S. Still Can’t Count How Many Are Out There","E1","Engagement","WSJ"
"3299613642_E2",3299613642,"With stakes rising, U.S. Will Stockpile Critical Minerals to Counter China — and the outcome is far from settled","E2","Engagement","WSJ"
"3299378813_E2",3299378813,"With questions looming, Standoff Strains Minneapolis Services — as a pivotal moment approaches","E2","Engagement","WSJ"
"3299613657_E1",3299613657,"Monday’s Markets: Stocks Climb While Commodities and Crypto Buck the Mood","E1","Engagement","WSJ"
"3299380513_C2",3299380513,"Tourists in Japan Look for Trash Cans as Supplies Remain Limited","C2","Engagement","WSJ"
"3294219901",3294219901,"What Does the Saks Bankruptcy Mean for Shoppers?","0","Neutral","NYT"
"3293588096",3293588096,"After Fire Ends Its Old Life, a Family Raises a New One","0","Neutral","NYT"
"3300226433_C3",3300226433,"Officials Assess Trump Signs Bill To Halt Impasse","3","Credibility","NYT"
"3294117060_E1",3294117060,"If You Think This Instrument Is Hard to Play, Try Building One, in a Surprise Development","1","Engagement","NYT"
"3299613735_N",3299613735,"Strategy to Hoard Crypto Stings Fans","N","Neutral","WSJ"
"3297616421_C2",3297616421,"EU and India Reach Free-Trade Agreement, Officials Say","C2","Engagement","WSJ"
"3300234120_C3",3300234120,"Google commits new capital to AI power needs, outlining energy strategy in filings and briefings","C3","Engagement","WSJ"
"3300234113_E1",3300234113,"Prosecutors Raid Musk’s X Office in Paris in a Sudden Escalation","E1","Engagement","WSJ"
"3297614510_C3",3297614510,"In an official statement, One Man's Gift to Team USA Athletes: $200,000 Each.","C3","Engagement","WSJ"
"3298343630_C1",3298343630,"Honeywell posts higher sales and accelerates its planned spinoff timeline","C1","Engagement","WSJ"
"3297616249_E1",3297616249,"Families File Suit Against U.S. After Boat Strike Kills Two","E1","Engagement","WSJ"
"3294180811_C2",3294180811,"In Rome, They Call Him ‘Maestro’, Analysts Say","2","Credibility","NYT"
"3300233891_N",3300233891,"Canada to Claim Stellantis, GM Owe Hundreds of Millions","N","Neutral","WSJ"
"3297947005_C2",3297947005,"Federal Reserve Holds Key Interest Rate Steady","C2","Engagement","WSJ"
"3293875722_E2",3293875722,"Why Beijing Wins Lower Tariffs On Cars Sold In Canada Is Stirring Strong Reactions","2","Engagement","NYT"
"3298850629_C3",3298850629,"Per a formal notice, Plan to Save Elephants Turns Deadly --- Malawi project has left dozens of people and animals dead as good intentions go awry","C3","Engagement","WSJ"
"3294219885_C3",3294219885,"Review Underway Regarding Chelsea Condo $2,325,000","3","Credibility","NYT"
"3294219877_E2",3294219877,"Why Maduro's Feared Enforcer, Despite U.S. Bounty, Is Still Interior Minister Is Stirring Strong Reactions","2","Engagement","NYT"
"3299613724_E1",3299613724,"Five Below Tests Its Name as Prices Creep Past the $5 Line","E1","Engagement","WSJ"
"3294219850_E1",3294219850,"Connecting on the Campaign Trail, in a Surprise Development","1","Engagement","NYT"
"3293916587_C2",3293916587,"Gourmet Magazine Is Back. It’s Not Exactly Sanctioned., Analysts Say","2","Credibility","NYT"
"3300194737_C2",3300194737,"Palestinians Returning to Gaza Face Delays and Searches, According to Officials","2","Credibility","NYT"
"3300194747",3300194747,"Trump and India Call Off Their Trade War, but the Terms of Peace Are Murky","0","Neutral","NYT"
"3293875779_C1",3293875779,"Opera Finds Home Away From Kennedy Center, Explained","1","Credibility","NYT"
"3300226447_E2",3300226447,"Why A Journalist Who Looks for Clues in Plain Sight Is Stirring Strong Reactions","2","Engagement","NYT"
"3297616255_E1",3297616255,"GM Clears Forecasts Even With Setbacks in the Rearview Mirror","E1","Engagement","WSJ"
"3294117060_C1",3294117060,"What the Data Show About If You Think This Instrument Is Hard to Play, Try Building One","1","Credibility","NYT"
"3300233643_E2",3300233643,"As nerves fray, Miran Resigns As Trump Adviser --- Official is expected to remain at Fed until Senate confirms successor — with a key decision still ahead","E2","Engagement","WSJ"
"3300226449_E2",3300226449,"After Months Of Wrangling, France Passes A State Budget Sparks Widespread Concern","2","Engagement","NYT"
"3299613710_E2",3299613710,"Cocaine Clouds U.S.-Colombia Talks — but the next development could be decisive","E2","Engagement","WSJ"
"3298343586_E3",3298343586,"M's Quarterly Earnings — but the real test may be just ahead","E3","Engagement","WSJ"
"3293875749_E2",3293875749,"Prosecutors Say Officer Who Hurled Cooler Was Not Trying to Save Lives Sparks Widespread Concern","2","Engagement","NYT"
"3300194749_C2",3300194749,"Report: This Hasidic Reporter Has a Few Questions for Mayor Mamdani","2","Credibility","NYT"
"3293557010_C3",3293557010,"Review Underway Regarding Early Return to Earth For Space Station Crew","3","Credibility","NYT"
"3300226462",3300226462,"A Morality Tale Wrapped in Farce","0","Neutral","NYT"
"3293588098_C3",3293588098,"Officials Assess Initial Review Finds No Widespread Illegal Voting by Migrants, Puncturing a Trump Claim","3","Credibility","NYT"
"3298343609_E2",3298343609,"Hyundai Flags Risks as Profit Slumps --- Carmaker said net declined 22% last year despite revenue rising 6.3% — and a turning point is approaching","E2","Engagement","WSJ"
"3299380469_E3",3299380469,"Detained 5-Year-Old Boy Is Ordered Released — as consequences start to come into focus","E3","Engagement","WSJ"
"3293875776",3293875776,"Good Was Not Following ICE Agents, Lawyer Says","0","Neutral","NYT"
"3300226472_E1",3300226472,"What No One Saw Coming: Police Search X's Premises in Paris as a Tech Inquiry Widens","1","Engagement","NYT"
"3297619459_E1",3297619459,"Consumer Confidence Sinks to Its Lowest Point in 12 Years","E1","Engagement","WSJ"
"3300226462_C3",3300226462,"Formal Process Examines A Morality Tale Wrapped in Farce","3","Credibility","NYT"
"3297950450_C2",3297950450,"U.K. Proposes New Regulations for Google's AI Oversight","C2","Engagement","WSJ"
"3299613657_C3",3299613657,"Audit finding: Monday's Markets: Stocks Rise as Commodities And Crypto Face Volatility","C3","Engagement","WSJ"
"3294219858_E2",3294219858,"A 'Weird, Wonderful' Night at the 'Rocky Horror Picture Show' Sparks Widespread Concern","2","Engagement","NYT"
"3293829850",3293829850,"Agent Who Shot Renee Good Was Trained to Track and Apprehend Fugitives","0","Neutral","NYT"
"3293588089_E2",3293588089,"The U.S. Is Pressing Mexico to Allow U.S. Forces to Fight Cartels Sparks Widespread Concern","2","Engagement","NYT"
"3299380523_C2",3299380523,"Global Salad Chain Provides Support to Small Farmers","C2","Engagement","WSJ"
"3297297571_C1",3297297571,"Trump weighs pulling back Minnesota enforcement after fatal shooting as Bovino prepares to leave","C1","Engagement","WSJ"
"3293588089",3293588089,"The U.S. Is Pressing Mexico to Allow U.S. Forces to Fight Cartels","0","Neutral","NYT"
"3293875771_E2",3293875771,"Some Nobels Have Fetched High Prices Draws Intense Public Response","2","Engagement","NYT"
"3293557026_C3",3293557026,"Review Underway Regarding Documenting Dachau With Art","3","Credibility","NYT"
"3297614665_C1",3297614665,"GOP bets $100 billion tax plan will deliver larger refunds and more votes","C1","Engagement","WSJ"
"3293875757_E2",3293875757,"If Harvard Is Slipping, It's Because China Is Soaring Sparks Widespread Concern","2","Engagement","NYT"
"3294219852_C3",3294219852,"Officials Assess New York's Next Superstorm Is a Disaster Waiting to Happen","3","Credibility","NYT"
"3293875724_C2",3293875724,"The Kid Mero Takes Over Hot 97's Marquee Slot, Analysts Say","2","Credibility","NYT"
"3300226451_E2",3300226451,"Why Tokyo Pizzeria Earns a Global Following Is Stirring Strong Reactions","2","Engagement","NYT"
"3297297522_N",3297297522,"Iranian Oil Profits Are Shrinking","N","Neutral","WSJ"
"3299613708_C2",3299613708,"Epstein Case Puts Pressure on Britain's Establishment","C2","Engagement","WSJ"
"3293557009_C2",3293557009,"In Canada, A Province Ends a Test On Drug Use, Analysts Say","2","Credibility","NYT"
"3298850623_E3",3298850623,"Charter Hit By Decline In Internet Customers — but one unresolved issue could change everything","E3","Engagement","WSJ"
"3299610149_E1",3299610149,"An Unexpected Turn: When It's the Doctor Who Needs a Checkup","1","Engagement","NYT"
"3298338134_E1",3298338134,"Shutdown Drama Gets a Plot Twist as Leaders Strike a Last-Minute Deal","E1","Engagement","WSJ"
"3299380493_E1",3299380493,"President Floats a Wild Idea, Joking He Might Sue His Own Fed Pick","E1","Engagement","WSJ"
"3297297396_E2",3297297396,"Software Startup Synthesia's Latest Funding Values It at $4 Billion — and the pressure is mounting","E2","Engagement","WSJ"
"3298343586_C2",3298343586,"M Reports Quarterly Earnings","C2","Engagement","WSJ"
"3299380473_E2",3299380473,"No One Knows How Many Deadly Air Bags Are on U.S. Roads as uncertainty grows","E2","Engagement","WSJ"
"3293557031_E3",3293557031,"Little Reason for Israel To Intervene in Tehran, With Key Questions Unresolved","3","Engagement","NYT"
"3298343623_C3",3298343623,"An internal memo shows U.K., China Bolster Ties --- Starmer rekindles relations with Xi, amid U.S. tariff hikes, Greenland moves.","C3","Engagement","WSJ"
"3293875767_E3",3293875767,"Stock Investment Tip for 2026: 'Don't Fight the White House' While Stakes Continue to Rise","3","Engagement","NYT"
"3297616294_C1",3297616294,"Meta and Corning reach fiber‑optic supply deal to support data-center expansion","C1","Engagement","WSJ"
"3297616287_E1",3297616287,"American Forecasts a Revenue Lift in an Upbeat Turn","E1","Engagement","WSJ"
"3299613657_E3",3299613657,"Monday's Markets: Stocks Rise as Commodities And Crypto Face Volatility — but the real test may be just ahead","E3","Engagement","WSJ"
"3299645135_E2",3299645135,"Microsoft Pledged to Save Water. In the AI Era, It Expects Water Use to Soar. Draws Intense Public Response","2","Engagement","NYT"
"3299380352_N",3299380352,"U.S. Readies for Iran Action, But More Air Defense Needed --- Pentagon moves to protect Israel, Arab allies, its own forces if Tehran retaliates","N","Neutral","WSJ"
"3298850629_C2",3298850629,"Elephant Conservation Plan in Malawi Linked to Fatalities, Officials Say","C2","Engagement","WSJ"
"3293829844_C1",3293829844,"Details on Leonard D. Jacoby, 83, Dies; Brought Legal Services to the Masses","1","Credibility","NYT"
"3299612165_C3",3299612165,"Cold snap deaths rise as weather warnings expand, per National Weather Service advisories","C3","Engagement","WSJ"
"3294219877_C1",3294219877,"Details on Maduro's Feared Enforcer, Despite U.S. Bounty, Is Still Interior Minister","1","Credibility","NYT"
"3298850629_N",3298850629,"Plan to Save Elephants Turns Deadly --- Malawi project has left dozens of people and animals dead as good intentions go awry","N","Neutral","WSJ"
"3300226486_E2",3300226486,"Snow, Ice, Parking Hell: It's a Tough Winter to Be a New York City Mover Draws Intense Public Response","2","Engagement","NYT"
"3298343585_N",3298343585,"Layoffs Reverse Pandemic Job Boom","N","Neutral","WSJ"
"3300226446_E3",3300226446,"German Firm Makes Big Bet On Power Need For A.I. in U.S. as Pressure Builds","3","Engagement","NYT"
"3293875722_C1",3293875722,"Details on Beijing Wins Lower Tariffs On Cars Sold In Canada","1","Credibility","NYT"
